ID,total_price,tip
10543,12,.18
10544,18,.18
10545,33,.18
10546,38,.15
10547,9,.20
10548,18,.15
10549,15,.18
10550,30,.20
10551,38,.15
10552,40,.25
10553,31,.20
10554,55,.25
10555,33,.25
10556,40,.18
10557,34,.20
10558,18,.15
10559,30,.18
10560,18,.20
10561,40,.18
10562,30,.25
10563,15,.18
10564,25,.20
10565,18,.20
10566,36,.18
10567,26,.18
10568,16,.15
10569,21,.25
10570,19,.20
10571,52,.20
10572,54,.15
10573,43,.18
10574,34,.18
10575,37,.18
10576,18,.15
10577,17,.15
10578,27,.25
10579,36,.25
10580,30,.18
10581,30,.25
10582,17,.15
10583,50,.20
10584,36,.15
10585,51,.25
10586,17,.15
10587,30,.25
10588,30,.15
10589,24,.15
10590,28,.15
10591,18,.15
10592,26,.25
10593,18,.20
10594,24,.25
10595,15,.15
10596,24,.25
10597,43,.20
10598,20,.15
10599,26,.20
10600,16,.15
10601,36,.25
10602,22,.20
10603,19,.15
10604,39,.20
10605,41,.20
10606,15,.15
10607,17,.20
10608,41,.25
10609,21,.20
10610,31,.20
10611,15,.25
10612,24,.15
10613,16,.18
10614,45,.18
10615,28,.20
10616,28,.25
10617,42,.25
10618,26,.20
10619,36,.15
10620,32,.25
10621,23,.20
10622,21,.18
10623,39,.15
10624,48,.15
10625,35,.15
10626,22,.25
10627,18,.20
10628,33,.18
10629,21,.20
10630,42,.25
10631,27,.15
10632,51,.18
10633,41,.20
10634,36,.25
10635,11,.15
10636,16,.25
10637,38,.25
10638,16,.15
10639,27,.18
10640,24,.25
10641,26,.25
10642,18,.18
10643,48,.15
10644,24,.25
10645,27,.15
10646,50,.18
10647,54,.15
10648,18,.15
10649,35,.15
10650,44,.15
10651,18,.15
10652,22,.25
10653,44,.15
10654,18,.20
10655,18,.15
10656,11,.18
10657,19,.25
10658,27,.25
10659,40,.15
10660,12,.25
10661,57,.15
10662,43,.25
10663,66,.20
10664,40,.20
10665,41,.15
10666,30,.18
10667,27,.18
10668,41,.15
10669,25,.15
10670,48,.25
10671,16,.15
10672,19,.15
10673,44,.15
10674,17,.20
10675,59,.15
10676,39,.25
10677,24,.20
10678,24,.20
10679,35,.25
10680,28,.20
10681,48,.25
10682,36,.20
10683,26,.20
10684,18,.15
10685,37,.25
10686,11,.20
10687,35,.20
10688,24,.20
10689,39,.20
10690,24,.18
10691,17,.15
10692,12,.15
10693,28,.15
10694,16,.18
10695,22,.18
10696,50,.20
10697,45,.18
10698,37,.20
10699,18,.18
10700,16,.20
10701,18,.15
10702,50,.25
10703,27,.15
10704,29,.20
10705,44,.18
10706,24,.18
10707,18,.20
10708,30,.18
10709,50,.18
10710,35,.18
10711,35,.18
10712,42,.25
10713,26,.20
10714,37,.15
10715,15,.20
10716,53,.20
10717,21,.15
10718,61,.20
10719,17,.15
10720,40,.15
10721,33,.25
10722,53,.15
10723,17,.20
10724,42,.15
10725,21,.25
10726,12,.25
10727,47,.25
10728,39,.25
10729,36,.15
10730,12,.25
10731,40,.18
10732,38,.15
10733,33,.18
10734,26,.25
10735,22,.25
10736,33,.18
10737,38,.15
10738,21,.20
10739,18,.18
10740,39,.15
10741,46,.18
10742,11,.25
10743,15,.18
10744,27,.15
10745,14,.15
10746,15,.15
10747,57,.25
10748,31,.15
10749,42,.15
10750,34,.25
10751,24,.25
10752,33,.15
10753,37,.15
10754,49,.18
10755,29,.25
10756,25,.18
10757,36,.20
10758,36,.25
10759,33,.25
10760,25,.18
10761,41,.20
10762,31,.20
10763,50,.25
10764,34,.20
10765,26,.25
10766,36,.15
10767,24,.20
10768,31,.15
10769,39,.25
10770,25,.20
10771,21,.25
10772,24,.20
10773,45,.20
10774,45,.25
10775,38,.20
10776,15,.25
10777,26,.20
10778,44,.20
10779,26,.18
10780,35,.25
10781,17,.25
10782,63,.15
10783,12,.25
10784,53,.25
10785,39,.18
10786,36,.18
10787,51,.18
10788,30,.15
10789,16,.15
10790,24,.20
10791,35,.20
10792,33,.18
10793,17,.15
10794,25,.15
10795,52,.20
10796,38,.18
10797,59,.15
10798,50,.18
10799,47,.18
10800,18,.15
10801,62,.15
10802,40,.20
10803,15,.20
10804,34,.25
10805,42,.20
10806,52,.25
10807,62,.18
10808,24,.25
10809,31,.25
10810,30,.25
10811,9,.25
10812,45,.25
10813,35,.25
10814,24,.18
10815,51,.15
10816,39,.20
10817,17,.18
10818,45,.25
10819,30,.25
10820,30,.18
10821,17,.15
10822,44,.25
10823,18,.25
10824,49,.18
10825,51,.25
10826,42,.18
10827,44,.20
10828,30,.20
10829,36,.25
10830,30,.18
10831,12,.25
10832,20,.20
10833,31,.15
10834,32,.25
10835,27,.15
10836,32,.25
10837,30,.15
10838,54,.20
10839,36,.15
10840,30,.25
10841,27,.18
10842,18,.25
10843,11,.25
10844,56,.25
10845,26,.20
10846,48,.20
10847,18,.25
10848,18,.20
10849,18,.25
10850,57,.18
10851,41,.15
10852,26,.15
10853,18,.18
10854,20,.15
10855,45,.25
10856,52,.25
10857,25,.15
10858,51,.18
10859,28,.25
10860,36,.18
10861,24,.15
10862,36,.15
10863,35,.25
10864,30,.25
10865,28,.18
10866,44,.18
10867,13,.18
10868,62,.15
10869,28,.25
10870,12,.15
10871,41,.20
10872,12,.20
10873,39,.15
10874,23,.25
10875,24,.18
10876,19,.15
10877,36,.20
10878,16,.20
10879,27,.15
10880,57,.18
10881,9,.25
10882,71,.25
10883,44,.15
10884,21,.20
10885,24,.25
10886,22,.25
10887,21,.25
10888,21,.15
10889,47,.25
10890,24,.18
10891,31,.20
10892,18,.18
10893,43,.18
10894,34,.15
10895,34,.15
10896,18,.15
10897,30,.18
10898,21,.25
10899,42,.20
10900,27,.18
10901,11,.18
10902,16,.18
10903,30,.25
10904,30,.20
10905,35,.20
10906,41,.15
10907,58,.20
10908,24,.25
10909,40,.18
10910,30,.15
10911,38,.15
10912,27,.25
10913,38,.18
10914,36,.20
10915,33,.25
10916,15,.18
10917,39,.20
10918,18,.15
10919,24,.20
10920,36,.25
10921,33,.25
10922,27,.25
10923,28,.15
10924,15,.25
10925,24,.18
10926,24,.18
10927,24,.20
10928,51,.15
10929,36,.20
10930,38,.18
10931,45,.25
10932,32,.20
10933,37,.25
10934,24,.20
10935,52,.25
10936,28,.18
10937,34,.20
10938,45,.18
10939,21,.18
10940,24,.15
10941,49,.25
10942,27,.25
10943,48,.18
10944,21,.18
10945,46,.18
10946,36,.15
10947,51,.20
10948,22,.15
10949,42,.15
10950,15,.20
10951,29,.18
10952,26,.15
10953,56,.25
10954,32,.25
10955,29,.18
10956,36,.18
10957,25,.18
10958,19,.20
10959,9,.25
10960,44,.15
10961,19,.25
10962,29,.18
10963,21,.20
10964,28,.18
10965,17,.20
10966,32,.25
10967,25,.20
10968,24,.25
10969,32,.18
10970,46,.18
10971,30,.25
10972,18,.18
10973,12,.25
10974,17,.18
10975,26,.18
10976,21,.18
10977,30,.20
10978,66,.20
10979,33,.15
10980,30,.15
10981,24,.18
10982,29,.18
10983,38,.20
10984,42,.20
10985,61,.20
10986,22,.20
10987,20,.20
10988,46,.15
10989,18,.15
10990,36,.25
10991,22,.15
10992,21,.15
10993,32,.15
10994,32,.25
10995,28,.20
10996,31,.15
10997,48,.25
10998,31,.15
10999,41,.18
11000,22,.15
11001,50,.18
11002,28,.18
11003,25,.25
11004,22,.20
11005,32,.25
11006,61,.25
11007,30,.18
11008,30,.18
11009,39,.18
11010,18,.20
11011,51,.25
11012,50,.15
11013,30,.18
11014,20,.18
11015,29,.15
11016,25,.25
11017,15,.25
11018,57,.18
11019,15,.15
11020,27,.18
11021,33,.25
11022,50,.20
11023,27,.15
11024,33,.15
11025,38,.25
11026,40,.25
11027,45,.18
11028,37,.20
11029,46,.25
11030,15,.20
11031,24,.15
11032,12,.15
11033,62,.15
11034,18,.18
11035,25,.18
11036,24,.15
11037,36,.18
11038,50,.20
11039,33,.20
11040,36,.18
11041,35,.15
11042,24,.20
11043,39,.18
11044,23,.20
11045,18,.20
11046,30,.20
11047,50,.15
11048,27,.20
11049,16,.20
11050,26,.25
11051,24,.25
11052,17,.25
11053,15,.25
11054,32,.25
11055,27,.18
11056,21,.18
11057,6,.25
11058,42,.18
11059,12,.20
11060,37,.20
11061,30,.25
11062,26,.18
11063,35,.20
11064,18,.15
11065,19,.15
11066,33,.20
11067,51,.18
11068,47,.25
11069,27,.15
11070,48,.18
11071,11,.20
11072,49,.15
11073,50,.15
11074,23,.18
11075,39,.18
11076,24,.15
11077,18,.25
11078,35,.20
11079,22,.15
11080,12,.25
11081,12,.25
11082,30,.18
11083,20,.25
11084,21,.15
11085,24,.20
11086,68,.25
11087,36,.20
11088,43,.15
11089,30,.18
11090,28,.25
11091,34,.18
11092,12,.15
11093,48,.15
11094,48,.18
11095,15,.18
11096,24,.25
11097,29,.20
11098,38,.25
11099,30,.18
11100,30,.25
11101,18,.15
11102,17,.15
11103,28,.15
11104,35,.25
11105,24,.25
11106,22,.15
11107,27,.15
11108,18,.25
11109,33,.20
11110,30,.15
11111,15,.15
11112,26,.18
11113,16,.18
11114,46,.25
11115,49,.15
11116,42,.15
11117,24,.15
11118,18,.25
11119,35,.25
11120,44,.20
11121,44,.15
11122,18,.18
11123,36,.18
11124,36,.20
11125,23,.20
11126,29,.25
11127,47,.25
11128,24,.18
11129,24,.20
11130,30,.20
11131,54,.20
11132,40,.18
11133,38,.25
11134,37,.25
11135,12,.15
11136,24,.25
11137,37,.20
11138,21,.15
11139,52,.20
11140,38,.20
11141,11,.20
11142,27,.25
11143,40,.15
11144,33,.25
11145,34,.15
11146,23,.25
11147,42,.25
11148,16,.25
11149,27,.15
11150,37,.18
11151,22,.18
11152,14,.18
11153,18,.25
11154,16,.20
11155,33,.25
11156,22,.20
11157,28,.25
11158,27,.25
11159,32,.15
11160,23,.25
11161,15,.18
11162,15,.15
11163,38,.18
11164,65,.25
11165,42,.15
11166,38,.15
11167,15,.18
11168,21,.25
11169,34,.20
11170,34,.20
11171,21,.25
11172,38,.25
11173,45,.25
11174,33,.25
11175,26,.15
11176,45,.15
11177,39,.15
11178,42,.25
11179,24,.25
11180,28,.25
11181,52,.20
11182,36,.18
11183,36,.15
11184,27,.18
11185,35,.18
11186,18,.15
11187,36,.20
11188,15,.15
11189,30,.18
11190,28,.18
11191,29,.18
11192,36,.18
11193,28,.15
11194,36,.20
11195,28,.25
11196,26,.15
11197,27,.25
11198,18,.25
11199,26,.18
11200,34,.20
11201,34,.25
11202,9,.20
11203,18,.25
11204,31,.18
11205,36,.25
11206,21,.18
11207,54,.18
11208,42,.20
11209,36,.20
11210,30,.15
11211,38,.25
11212,30,.18
11213,21,.25
11214,15,.25
11215,18,.15
11216,36,.20
11217,12,.20
11218,41,.25
11219,42,.20
11220,21,.15
11221,18,.25
11222,47,.20
11223,33,.20
11224,50,.25
11225,30,.15
11226,21,.20
11227,35,.25
11228,26,.25
11229,12,.20
11230,24,.25
11231,24,.20
11232,25,.18
11233,36,.15
11234,28,.20
11235,21,.25
11236,26,.15
11237,51,.15
11238,32,.20
11239,27,.20
11240,40,.18
11241,39,.20
11242,38,.18
11243,45,.25
11244,38,.18
11245,44,.25
11246,21,.15
11247,20,.20
11248,38,.25
11249,27,.20
11250,22,.18
11251,9,.18
11252,28,.15
11253,48,.25
11254,33,.20
11255,18,.20
11256,32,.15
11257,48,.20
11258,57,.20
11259,60,.25
11260,34,.18
11261,56,.18
11262,51,.25
11263,15,.25
11264,64,.18
11265,45,.18
11266,33,.25
11267,31,.25
11268,24,.15
11269,44,.25
11270,36,.25
11271,48,.25
11272,21,.15
11273,28,.20
11274,23,.15
11275,30,.25
11276,25,.20
11277,21,.18
11278,24,.15
11279,50,.20
11280,48,.15
11281,36,.25
11282,35,.15
11283,22,.15
11284,15,.15
11285,30,.15
11286,14,.25
11287,27,.18
11288,20,.15
11289,17,.20
11290,54,.18
11291,24,.15
11292,15,.18
11293,36,.20
11294,16,.18
11295,33,.25
11296,30,.25
11297,21,.15
11298,52,.20
11299,29,.25
11300,19,.15
11301,51,.20
11302,32,.25
11303,58,.15
11304,30,.20
11305,25,.25
11306,30,.20
11307,26,.20
11308,37,.25
11309,15,.20
11310,50,.20
11311,34,.25
11312,21,.20
11313,61,.15
11314,15,.20
11315,39,.20
11316,18,.25
11317,26,.25
11318,19,.20
11319,36,.25
11320,24,.25
11321,18,.15
11322,30,.25
11323,54,.20
11324,32,.20
11325,25,.18
11326,41,.18
11327,51,.25
11328,22,.18
11329,24,.25
11330,24,.25
11331,34,.18
11332,30,.18
11333,32,.20
11334,30,.18
11335,22,.20
11336,27,.25
11337,45,.25
11338,39,.20
11339,36,.20
11340,36,.18
11341,12,.25
11342,39,.20
11343,45,.15
11344,26,.15
11345,43,.15
11346,24,.18
11347,48,.25
11348,23,.18
11349,55,.18
11350,32,.25
11351,11,.20
11352,30,.25
11353,21,.18
11354,52,.15
11355,12,.15
11356,20,.15
11357,30,.25
11358,21,.25
11359,47,.18
11360,32,.20
11361,18,.20
11362,26,.25
11363,50,.18
11364,21,.18
11365,56,.25
11366,45,.25
11367,48,.15
11368,36,.18
11369,24,.18
11370,44,.18
11371,43,.15
11372,18,.25
11373,56,.20
11374,27,.20
11375,51,.15
11376,44,.20
11377,17,.15
11378,18,.25
11379,24,.18
11380,18,.15
11381,18,.18
11382,27,.20
11383,18,.18
11384,18,.20
11385,57,.18
11386,21,.18
11387,18,.25
11388,38,.15
11389,39,.18
11390,18,.15
11391,12,.20
11392,15,.18
11393,38,.25
11394,32,.15
11395,33,.25
11396,36,.20
11397,9,.20
11398,36,.15
11399,56,.25
11400,45,.25
11401,22,.15
11402,25,.18
11403,26,.15
11404,19,.15
11405,18,.25
11406,45,.18
11407,17,.25
11408,12,.18
11409,18,.25
11410,42,.15
11411,49,.25
11412,27,.15
11413,48,.25
11414,35,.18
11415,44,.18
11416,40,.15
11417,39,.20
11418,25,.25
11419,40,.15
11420,24,.25
11421,27,.18
11422,21,.15
11423,48,.15
11424,17,.25
11425,27,.20
11426,30,.18
11427,53,.25
11428,35,.20
11429,25,.18
11430,15,.25
11431,12,.25
11432,12,.25
11433,15,.18
11434,37,.20
11435,24,.15
11436,16,.18
11437,29,.20
11438,39,.18
11439,33,.18
11440,44,.18
11441,41,.18
11442,43,.18
11443,15,.15
11444,36,.20
11445,64,.20
11446,16,.15
11447,33,.25
11448,24,.15
11449,42,.20
11450,9,.20
11451,45,.15
11452,24,.18
11453,19,.15
11454,21,.25
11455,32,.20
11456,33,.25
11457,45,.25
11458,26,.18
11459,41,.18
11460,48,.20
11461,32,.15
11462,13,.25
11463,18,.20
11464,32,.18
11465,15,.25
11466,36,.20
11467,60,.25
11468,42,.20
11469,27,.25
11470,9,.25
11471,21,.15
11472,33,.20
11473,30,.18
11474,33,.15
11475,28,.18
11476,51,.25
11477,29,.18
11478,9,.20
11479,18,.25
11480,18,.15
11481,27,.18
11482,15,.20
11483,21,.25
11484,38,.18
11485,27,.25
11486,44,.20
11487,30,.25
11488,57,.18
11489,18,.18
11490,24,.15
11491,54,.18
11492,43,.18
11493,23,.18
11494,20,.25
11495,15,.15
11496,34,.20
11497,42,.15
11498,43,.25
11499,18,.20
11500,44,.18
11501,33,.25
11502,30,.25
11503,18,.15
11504,50,.15
11505,30,.20
11506,27,.18
11507,18,.18
11508,24,.25
11509,23,.15
11510,33,.25
11511,31,.18
11512,30,.15
11513,30,.25
11514,18,.20
11515,36,.15
11516,21,.15
11517,53,.20
11518,12,.18
11519,18,.20
11520,23,.20
11521,58,.20
11522,66,.15
11523,44,.20
11524,43,.20
11525,15,.25
11526,45,.15
11527,38,.15
11528,38,.18
11529,41,.18
11530,43,.18
11531,18,.15
11532,15,.15
11533,18,.18
11534,17,.20
11535,41,.25
11536,9,.25
11537,42,.15
11538,44,.15
11539,25,.18
11540,24,.20
11541,30,.18
11542,30,.20
11543,33,.20
11544,36,.25
11545,18,.25
11546,27,.25
11547,58,.25
11548,27,.15
11549,21,.20
11550,18,.15
11551,18,.25
11552,36,.25
11553,45,.15
11554,36,.25
11555,31,.15
11556,45,.25
11557,24,.20
11558,26,.15
11559,15,.15
11560,42,.18
11561,41,.15
11562,30,.15
11563,15,.20
11564,27,.15
11565,41,.20
11566,26,.15
11567,29,.25
11568,37,.15
11569,22,.25
11570,15,.25
11571,29,.20
11572,33,.20
11573,9,.15
11574,25,.18
11575,9,.18
11576,8,.18
11577,24,.20
11578,71,.25
11579,42,.20
11580,30,.18
11581,16,.15
11582,30,.15
11583,14,.20
11584,19,.20
11585,36,.15
11586,50,.18
11587,47,.25
11588,21,.18
11589,27,.15
11590,18,.25
11591,26,.18
11592,30,.20
11593,33,.18
11594,32,.18
11595,68,.20
11596,21,.18
11597,40,.18
11598,24,.25
11599,22,.15
11600,41,.25
11601,39,.15
11602,42,.20
11603,19,.25
11604,33,.20
11605,36,.25
11606,24,.18
11607,32,.15
11608,33,.18
11609,54,.20
11610,34,.18
11611,16,.25
11612,54,.25
11613,30,.18
11614,36,.25
11615,24,.15
11616,30,.18
11617,39,.25
11618,27,.18
11619,50,.15
11620,23,.20
11621,57,.25
11622,29,.15
11623,24,.20
11624,33,.15
11625,30,.25
11626,32,.15
11627,15,.15
11628,66,.15
11629,22,.25
11630,28,.18
11631,39,.15
11632,53,.25
11633,49,.20
11634,35,.18
11635,18,.25
11636,32,.18
11637,27,.18
11638,37,.15
11639,48,.25
11640,16,.15
11641,33,.15
11642,24,.25
11643,24,.15
11644,18,.25
11645,24,.25
11646,54,.15
11647,38,.25
11648,53,.20
11649,30,.25
11650,33,.15
11651,12,.15
11652,20,.20
11653,37,.15
11654,12,.18
11655,22,.20
11656,33,.15
11657,53,.18
11658,26,.25
11659,20,.25
11660,36,.20
11661,36,.20
11662,18,.20
11663,21,.18
11664,53,.18
11665,12,.15
11666,27,.18
11667,51,.18
11668,34,.20
11669,24,.25
11670,18,.15
11671,24,.25
11672,28,.18
11673,6,.15
11674,24,.15
11675,55,.20
11676,54,.25
11677,18,.25
11678,24,.15
11679,46,.18
11680,32,.20
11681,42,.15
11682,18,.20
11683,53,.25
11684,27,.25
11685,31,.15
11686,33,.15
11687,30,.15
11688,36,.18
11689,12,.20
11690,37,.20
11691,38,.25
11692,30,.18
11693,25,.25
11694,32,.20
11695,47,.25
11696,20,.18
11697,45,.15
11698,27,.15
11699,45,.18
11700,23,.18
11701,36,.15
11702,28,.18
11703,22,.25
11704,35,.15
11705,24,.25
11706,37,.15
11707,33,.15
11708,34,.15
11709,45,.15
11710,22,.20
11711,25,.25
11712,20,.25
11713,24,.25
11714,22,.25
11715,15,.18
11716,21,.25
11717,36,.20
11718,44,.20
11719,16,.15
11720,30,.18
11721,18,.25
11722,32,.25
11723,28,.18
11724,42,.25
11725,30,.25
11726,30,.18
11727,27,.20
11728,32,.20
11729,27,.25
11730,57,.25
11731,54,.20
11732,27,.25
11733,35,.20
11734,49,.25
11735,42,.15
11736,55,.20
11737,36,.20
11738,24,.20
11739,13,.25
11740,33,.18
11741,38,.20
11742,22,.25
11743,30,.18
11744,45,.15
11745,9,.15
11746,48,.25
11747,54,.20
11748,33,.15
11749,26,.18
11750,48,.25
11751,42,.25
11752,15,.20
11753,21,.20
11754,34,.20
11755,71,.20
11756,21,.15
11757,32,.25
11758,48,.18
11759,18,.20
11760,30,.20
11761,41,.15
11762,47,.20
11763,24,.15
11764,51,.25
11765,29,.18
11766,28,.18
11767,24,.18
11768,31,.15
11769,18,.20
11770,24,.25
11771,32,.15
11772,46,.15
11773,51,.25
11774,36,.18
11775,28,.15
11776,36,.15
11777,9,.20
11778,21,.25
11779,41,.18
11780,27,.15
11781,39,.18
11782,40,.18
11783,22,.20
11784,33,.18
11785,52,.20
11786,18,.15
11787,27,.18
11788,64,.20
11789,16,.18
11790,14,.15
11791,21,.25
11792,44,.25
11793,50,.20
11794,39,.15
11795,36,.25
11796,24,.15
11797,34,.15
11798,36,.18
11799,28,.18
11800,57,.15
11801,42,.15
11802,34,.15
11803,42,.25
11804,16,.15
11805,40,.20
11806,32,.18
11807,42,.18
11808,42,.15
11809,18,.20
11810,15,.15
11811,52,.20
11812,30,.18
11813,9,.18
11814,32,.15
11815,58,.25
11816,22,.20
11817,49,.18
11818,50,.15
11819,36,.15
11820,30,.25
11821,56,.20
11822,36,.15
11823,44,.20
11824,58,.25
11825,35,.25
11826,47,.15
11827,44,.20
11828,28,.20
11829,11,.15
11830,15,.18
11831,15,.20
11832,30,.20
11833,24,.25
11834,24,.25
11835,15,.15
11836,15,.25
11837,33,.20
11838,23,.20
11839,12,.25
11840,18,.25
11841,26,.15
11842,40,.25
11843,32,.20
11844,47,.18
11845,26,.25
11846,43,.18
11847,39,.18
11848,43,.25
11849,23,.15
11850,18,.15
11851,74,.25
11852,55,.15
11853,30,.25
11854,21,.25
11855,51,.15
11856,18,.20
11857,16,.15
11858,24,.25
11859,54,.15
11860,44,.15
11861,48,.15
11862,56,.25
11863,18,.18
11864,36,.18
11865,47,.20
11866,9,.20
11867,45,.15
11868,26,.20
11869,13,.15
11870,36,.25
11871,56,.20
11872,19,.15
11873,39,.20
11874,31,.25
11875,24,.18
11876,24,.25
11877,24,.18
11878,41,.25
11879,14,.20
11880,32,.15
11881,24,.25
11882,19,.18
11883,18,.15
11884,16,.18
11885,17,.25
11886,30,.18
11887,49,.18
11888,18,.25
11889,28,.20
11890,40,.25
11891,43,.18
11892,43,.18
11893,50,.15
11894,27,.18
11895,21,.20
11896,26,.25
11897,17,.25
11898,51,.15
11899,50,.25
11900,27,.18
11901,32,.15
11902,52,.18
11903,24,.25
11904,37,.20
11905,42,.20
11906,23,.20
11907,43,.15
11908,40,.15
11909,39,.20
11910,16,.18
11911,23,.18
11912,21,.18
11913,32,.25
11914,24,.15
11915,30,.20
11916,50,.20
11917,21,.18
11918,30,.25
11919,51,.25
11920,24,.25
11921,44,.20
11922,42,.20
11923,24,.25
11924,35,.20
11925,48,.20
11926,26,.25
11927,42,.18
11928,54,.25
11929,26,.20
11930,38,.20
11931,20,.18
11932,33,.18
11933,24,.20
11934,30,.15
11935,32,.25
11936,9,.18
11937,37,.15
11938,42,.25
11939,42,.20
11940,53,.25
11941,41,.18
11942,22,.20
11943,21,.15
11944,15,.15
11945,40,.20
11946,46,.15
11947,31,.20
11948,21,.20
11949,25,.15
11950,48,.18
11951,26,.18
11952,21,.18
11953,39,.20
11954,23,.20
11955,18,.15
11956,24,.20
11957,56,.18
11958,56,.15
11959,24,.18
11960,26,.15
11961,37,.25
11962,21,.25
11963,27,.18
11964,51,.15
11965,58,.20
11966,61,.18
11967,29,.25
11968,34,.15
11969,49,.20
11970,28,.25
11971,42,.25
11972,28,.20
11973,44,.15
11974,27,.15
11975,36,.15
11976,51,.15
11977,36,.20
11978,24,.18
11979,15,.25
11980,24,.18
11981,41,.20
11982,9,.15
11983,22,.20
11984,15,.25
11985,12,.20
11986,31,.15
11987,32,.15
11988,29,.18
11989,33,.25
11990,18,.20
11991,12,.18
11992,27,.25
11993,37,.25
11994,15,.15
11995,21,.18
11996,23,.25
11997,30,.15
11998,36,.25
11999,16,.25
12000,42,.20
12001,39,.18
12002,42,.15
12003,39,.25
12004,17,.20
12005,50,.25
12006,16,.25
12007,37,.25
12008,18,.20
12009,47,.15
12010,52,.25
12011,11,.25
12012,46,.20
12013,42,.18
12014,21,.18
12015,18,.18
12016,42,.18
12017,34,.15
12018,18,.20
12019,28,.18
12020,18,.18
12021,47,.25
12022,12,.25
12023,32,.18
12024,28,.15
12025,26,.20
12026,47,.25
12027,38,.15
12028,34,.15
12029,37,.18
12030,42,.20
12031,27,.18
12032,50,.18
12033,56,.18
12034,47,.25
12035,28,.25
12036,24,.18
12037,58,.25
12038,42,.18
12039,44,.18
12040,33,.20
12041,30,.25
12042,39,.20
12043,42,.20
12044,41,.20
12045,48,.18
12046,18,.20
12047,15,.15
12048,21,.25
12049,36,.20
12050,60,.18
12051,45,.20
12052,32,.18
12053,40,.20
12054,40,.18
12055,12,.25
12056,34,.18
12057,24,.25
12058,31,.18
12059,32,.18
12060,33,.25
12061,39,.18
12062,30,.20
12063,35,.25
12064,43,.20
12065,24,.25
12066,18,.20
12067,60,.25
12068,24,.18
12069,42,.20
12070,24,.18
12071,44,.20
12072,12,.20
12073,46,.15
12074,45,.25
12075,20,.25
12076,50,.25
12077,22,.25
12078,15,.25
12079,24,.20
12080,15,.18
12081,27,.25
12082,55,.15
12083,30,.25
12084,42,.15
12085,18,.18
12086,21,.20
12087,14,.25
12088,42,.18
12089,42,.25
12090,60,.25
12091,38,.15
12092,44,.25
12093,18,.25
12094,49,.20
12095,45,.25
12096,24,.25
12097,24,.25
12098,37,.25
12099,33,.20
12100,39,.25
12101,24,.20
12102,44,.18
12103,18,.25
12104,14,.15
12105,40,.20
12106,62,.15
12107,30,.18
12108,39,.20
12109,45,.18
12110,20,.15
12111,18,.15
12112,24,.15
12113,11,.15
12114,16,.25
12115,28,.18
12116,38,.15
12117,9,.18
12118,39,.18
12119,27,.20
12120,30,.18
12121,12,.18
12122,28,.25
12123,27,.15
12124,50,.15
12125,32,.20
12126,42,.15
12127,27,.20
12128,42,.25
12129,34,.25
12130,30,.15
12131,31,.15
12132,30,.18
12133,28,.18
12134,53,.15
12135,14,.25
12136,61,.18
12137,43,.15
12138,30,.20
12139,21,.25
12140,45,.25
12141,43,.15
12142,53,.20
12143,24,.25
12144,41,.15
12145,24,.15
12146,24,.25
12147,42,.15
12148,34,.20
12149,12,.15
12150,51,.25
12151,37,.18
12152,47,.15
12153,21,.15
12154,21,.20
12155,21,.20
12156,41,.18
12157,22,.25
12158,9,.15
12159,22,.15
12160,22,.18
12161,30,.25
12162,12,.18
12163,16,.15
12164,15,.15
12165,30,.18
12166,21,.20
12167,27,.15
12168,30,.20
12169,34,.18
12170,48,.20
12171,18,.18
12172,23,.15
12173,24,.18
12174,30,.20
12175,44,.18
12176,40,.18
12177,36,.25
12178,33,.20
12179,19,.25
12180,35,.20
12181,33,.20
12182,49,.15
12183,25,.15
12184,27,.25
12185,15,.25
12186,19,.20
12187,23,.18
12188,34,.25
12189,48,.18
12190,30,.15
12191,43,.15
12192,27,.20
12193,29,.18
12194,37,.15
12195,22,.20
12196,23,.20
12197,18,.20
12198,57,.20
12199,26,.20
12200,15,.18
12201,34,.20
12202,19,.18
12203,26,.25
12204,48,.15
12205,22,.20
12206,22,.25
12207,52,.18
12208,34,.20
12209,21,.25
12210,24,.20
12211,53,.20
12212,47,.15
12213,39,.25
12214,27,.20
12215,36,.18
12216,33,.25
12217,17,.15
12218,11,.15
12219,21,.15
12220,36,.25
12221,50,.18
12222,21,.18
12223,46,.20
12224,53,.20
12225,18,.25
12226,33,.25
12227,28,.20
12228,39,.18
12229,30,.15
12230,27,.18
12231,12,.20
12232,22,.15
12233,38,.15
12234,21,.20
12235,58,.18
12236,25,.25
12237,24,.18
12238,52,.15
12239,48,.25
12240,24,.25
12241,17,.18
12242,21,.15
12243,31,.25
12244,18,.15
12245,12,.15
12246,15,.18
12247,42,.20
12248,52,.20
12249,33,.18
12250,27,.15
12251,18,.18
12252,60,.20
12253,30,.15
12254,30,.20
12255,9,.20
12256,25,.18
12257,21,.25
12258,29,.15
12259,50,.15
12260,28,.25
12261,18,.18
12262,54,.20
12263,30,.18
12264,54,.20
12265,28,.18
12266,42,.25
12267,40,.20
12268,47,.15
12269,42,.15
12270,24,.25
12271,18,.25
12272,18,.25
12273,45,.18
12274,25,.18
12275,18,.18
12276,18,.25
12277,18,.18
12278,45,.20
12279,24,.25
12280,9,.25
12281,26,.15
12282,18,.25
12283,18,.25
12284,27,.25
12285,50,.15
12286,27,.25
12287,15,.18
12288,36,.20
12289,36,.15
12290,31,.18
