bill_ID,bar,time,day
11617,Ray's Happy Birthday Bar,17:21,Saturday
11618,Jazzy B's,21:32,Monday
11619,Smuggler's Cove,23:31,Sunday
11620,Bean Bag,13:52,Wednesday
11621,Full Circle Bar,20:33,Saturday
11622,Harry Hope's Saloon,16:27,Friday
11623,Whisler's,15:55,Tuesday
11624,Firehouse Lounge,10:54,Monday
11625,Bus Stop,18:17,Monday
11626,Jumbo's Clown Room,02:02,Monday
11627,The Page,16:31,Friday
11628,Cajun Cabin,00:14,Tuesday
11629,Monaghan's Bar,19:18,Saturday
11630,Buddha Lounge,16:43,Tuesday
11631,Bender's,11:56,Monday
11632,The Jack Saloon,23:48,Thursday
11633,Kozy Kar,13:47,Wednesday
11634,Caribbean Breeze,20:12,Sunday
11635,The Surly Wench Pub,12:14,Monday
11636,The Skylark Lounge,23:06,Tuesday
11637,Novela,01:21,Tuesday
11638,BlackBird,21:20,Sunday
11639,Mr. Sizzles,02:00,Monday
11640,The Hideout Theatre,13:40,Friday
11641,Ray's Happy Birthday Bar,02:05,Monday
11642,The House of shields,12:14,Sunday
11643,The Store,13:29,Wednesday
11644,Harry Hope's Saloon,00:47,Tuesday
11645,The Green Dragon Inn,00:17,Wednesday
11646,Ten Foward,17:20,Sunday
11647,The Rolling Hunger,21:32,Monday
11648,15 Romolo,11:38,Tuesday
11649,1836 Grill,17:37,Monday
11650,The Store,12:49,Wednesday
11651,Kozy Kar,01:01,Friday
11652,Bar San Pancho,14:05,Saturday
11653,Clydz,01:36,Monday
11654,Bar Fluxus,12:23,Wednesday
11655,Murio's Trophy Room,10:59,Tuesday
11656,The Roosevelt Room,02:39,Sunday
11657,Chatsubo,23:01,Wednesday
11658,Rick's Cafe Americanain,01:55,Saturday
11659,Whisler's,16:42,Sunday
11660,15 Romolo,21:30,Wednesday
11661,Inky Stink,10:51,Monday
11662,Smog Cutter,11:52,Saturday
11663,Barca City,23:26,Tuesday
11664,Fireside Bar,10:48,Saturday
11665,Psycho Suzi's,23:41,Wednesday
11666,Zeitgeist,18:35,Saturday
11667,Burnt Toast,11:22,Tuesday
11668,The Pied Piper,17:14,Monday
11669,Caribbean Breeze,00:48,Thursday
11670,Ink and Paint Club,14:27,Monday
11671,The Hip Joint,11:19,Monday
11672,The Skylark Lounge,20:16,Tuesday
11673,Mos Eisley Cantina,01:16,Tuesday
11674,Cold Drinks Bar,19:01,Wednesday
11675,Dino's Bar and Grill,16:05,Wednesday
11676,Just Off Vine,00:18,Friday
11677,Tin 'n' Lint,02:14,Tuesday
11678,Comstock Saloon,02:40,Wednesday
11679,Wildhawk,10:12,Monday
11680,A Clean, Well-Lighted Place,18:20,Monday
11681,Chatsubo,20:18,Friday
11682,The Jackalope,16:29,Tuesday
11683,The Brick,01:33,Monday
11684,Hot Bird,16:17,Tuesday
11685,Cajun Cabin,10:28,Friday
11686,Lighthouse Bar and Grill,15:56,Wednesday
11687,Coffeecake,17:45,Monday
11688,Lefty's Pub,14:38,Friday
11689,Bar 821,18:56,Friday
11690,Leaky Faucet,15:28,Saturday
11691,Wildhawk,02:55,Monday
11692,The Drunken Clam,20:29,Tuesday
11693,Bond Bar,20:50,Monday
11694,Bar 821,18:04,Friday
11695,Dalva,02:47,Tuesday
11696,Marie's Crisis Cafe,01:44,Monday
11697,Rock Bar,22:11,Friday
11698,The Boxcar,23:29,Sunday
11699,Comstock Saloon,01:22,Thursday
11700,The Moon Under Water,14:51,Wednesday
11701,Forgery Bar,23:43,Thursday
11702,The Page,21:30,Tuesday
11703,The Jack Saloon,11:06,Saturday
11704,Linden Room,18:31,Friday
11705,The Crow & Crown,21:56,Saturday
11706,Buddha Lounge,17:37,Monday
11707,Levy's,21:08,Tuesday
11708,1836 Grill,12:43,Saturday
11709,Brass Tracks,12:35,Saturday
11710,Bernie's Burger Bus,14:27,Thursday
11711,The Page,19:01,Wednesday
11712,The Admiral Benbow Inn,01:11,Tuesday
11713,White Cap,16:34,Saturday
11714,Whitechapel,12:53,Saturday
11715,Midnight Cowboy,22:08,Friday
11716,The Grackle,22:31,Wednesday
11717,Bada Bing!,15:54,Saturday
11718,The Hip Joint,22:08,Monday
11719,Hi Tops,12:14,Saturday
11720,Victory,10:09,Tuesday
11721,Fast Eddie's,17:02,Wednesday
11722,The Grackle,01:25,Monday
11723,Comstock Saloon,01:52,Wednesday
11724,Full Circle Bar,10:39,Friday
11725,Burgers Ya Heard,00:59,Friday
11726,Rickhouse,23:19,Wednesday
11727,Bourbon and Branch,22:47,Sunday
11728,The Dogg House,17:03,Thursday
11729,Element,13:25,Sunday
11730,Winchester Tavern,18:26,Saturday
11731,Off the Hook,23:00,Sunday
11732,HandleBar,22:13,Saturday
11733,Harry Hope's Saloon,23:04,Thursday
11734,The Green Dragon Inn,11:36,Saturday
11735,Mikkeller Bar,16:17,Thursday
11736,Psycho Suzi's,19:53,Tuesday
11737,Cheers,18:37,Wednesday
11738,Pacific Cocktail Haven,13:23,Monday
11739,The House of shields,21:55,Sunday
11740,Murio's Trophy Room,10:23,Friday
11741,Top of the Mark,17:58,Friday
11742,Greely's,20:18,Wednesday
11743,Winchester Tavern,12:03,Monday
11744,Bender's,22:22,Tuesday
11745,15 Romolo,19:26,Thursday
11746,The Drunken Clam,15:39,Monday
11747,The Crazy Horse,16:16,Friday
11748,Hi Tops,14:00,Friday
11749,Bean Bag,13:38,Thursday
11750,Jazzy B's,22:44,Thursday
11751,Steve Vo's,23:51,Wednesday
11752,Gaston's,20:20,Sunday
11753,The Tiny Twister,21:54,Wednesday
11754,Midnight Cowboy,11:24,Tuesday
11755,Psycho Suzi's,17:06,Saturday
11756,Canela Bistro and Wine Bar,10:35,Monday
11757,Kozy Kar,18:53,Sunday
11758,Resolute,00:58,Saturday
11759,The Grackle,16:23,Monday
11760,Jalapeno Brothers,01:17,Friday
11761,Benjamin Cooper,12:26,Thursday
11762,The Pool Hall,23:31,Monday
11763,Ray's Happy Birthday Bar,23:09,Monday
11764,Steve Vo's,01:44,Saturday
11765,The Gem Saloon,14:40,Saturday
11766,Ten Foward,02:11,Sunday
11767,Cajun Cabin,23:46,Saturday
11768,Just Off Vine,21:12,Saturday
11769,Full Circle Bar,17:39,Monday
11770,O'Malley's Bar,21:57,Sunday
11771,The Hideout Theatre,10:20,Wednesday
11772,The Gem Saloon,18:08,Wednesday
11773,Forgery Bar,02:31,Tuesday
11774,Rick's Cafe Americanain,16:32,Sunday
11775,Firehouse Lounge,20:39,Tuesday
11776,Paddy's Pub,01:13,Wednesday
11777,Bar 821,12:14,Thursday
11778,Tempest,01:39,Friday
11779,Bourbon and Branch,17:09,Saturday
11780,Rick's Cafe Americanain,10:38,Friday
11781,Gaston's,16:32,Wednesday
11782,Korova Milk Bar,19:52,Thursday
11783,Salty Squid,15:42,Thursday
11784,A Clean, Well-Lighted Place,15:53,Sunday
11785,Bean Bag,11:30,Thursday
11786,Fast Eddie's,15:02,Wednesday
11787,Tucker's Tavern,02:55,Monday
11788,Monaghan's Bar,20:35,Friday
11789,Cityscape,18:01,Saturday
11790,Wildhawk,00:55,Monday
11791,The Snakehole,13:45,Saturday
11792,Cityscape,12:40,Thursday
11793,Moe's Tavern,23:18,Wednesday
11794,Aunt Charlie's Lounge,14:09,Saturday
11795,Firehouse Lounge,01:45,Thursday
11796,Tucker's Tavern,12:16,Wednesday
11797,The Drunken Clam,16:58,Tuesday
11798,Inky Stink,19:12,Sunday
11799,Rusted Furnace,19:34,Thursday
11800,Boar's Head Tavern,02:09,Sunday
11801,Cajun Cabin,00:21,Wednesday
11802,Bada Bing!,20:03,Friday
11803,The Dogg House,17:46,Monday
11804,Meibeyer's,11:38,Monday
11805,Greely's,14:40,Wednesday
11806,Bar San Pancho,13:35,Monday
11807,The Pool Hall,02:35,Tuesday
11808,Cheers,14:18,Wednesday
11809,HandleBar,22:35,Saturday
11810,The Starlight Room,15:10,Monday
11811,Greely's,23:28,Friday
11812,Lighthouse Bar and Grill,16:12,Tuesday
11813,Seven Grand,00:59,Tuesday
11814,Moe's Tavern,02:28,Monday
11815,Bar 821,14:52,Monday
11816,The Double Deuce,00:07,Friday
11817,The Surly Wench Pub,18:12,Monday
11818,Fast Eddie's,21:05,Wednesday
11819,Wilma's,14:04,Friday
11820,Midnight Cowboy,14:19,Wednesday
11821,Wilma's,16:22,Saturday
11822,The Boxcar,00:02,Wednesday
11823,Murio's Trophy Room,00:08,Friday
11824,Atomic Liquors,15:01,Thursday
11825,The Double Deuce,22:04,Sunday
11826,The Rolling Hunger,00:36,Thursday
11827,Mikkeller Bar,19:36,Friday
11828,The Billy goat Tavern,12:53,Saturday
11829,Mickey's Pub,17:58,Tuesday
11830,Oddjob,11:34,Thursday
11831,Bob's Country Bunker,13:14,Sunday
11832,Street Dips,23:01,Sunday
11833,Club Sugar Ray,02:55,Saturday
11834,Bar Fluxus,12:11,Sunday
11835,The Jackalope,19:19,Friday
11836,HandleBar,16:34,Tuesday
11837,Harry Hope's Saloon,11:06,Thursday
11838,Bar of the Dogs,23:13,Thursday
11839,The Store,11:51,Monday
11840,Dive Bar and Lounge,14:22,Tuesday
11841,Death and Co,20:10,Friday
11842,Holy Water,20:45,Monday
11843,Murio's Trophy Room,22:08,Saturday
11844,Street Dips,18:52,Wednesday
11845,Oyster Creek Inn,21:23,Sunday
11846,Oddjob,01:24,Friday
11847,Ink and Paint Club,18:41,Wednesday
11848,Whitechapel,13:34,Wednesday
11849,Element,19:46,Tuesday
11850,Club Sugar Ray,21:04,Tuesday
11851,Cajun Cabin,18:58,Sunday
11852,Local Edition,21:30,Friday
11853,The Pitch and Roll,01:41,Monday
11854,Gaston's,18:20,Friday
11855,Maccadam's Old Oil House,21:00,Tuesday
11856,Marie's Crisis Cafe,22:05,Sunday
11857,Psycho Suzi's,10:12,Tuesday
11858,Marie's Crisis Cafe,18:45,Tuesday
11859,Cheers,11:17,Sunday
11860,Comstock Saloon,19:07,Sunday
11861,Jumbo's Clown Room,22:12,Friday
11862,Hot Bird,13:05,Monday
11863,Seven Grand,13:51,Friday
11864,Otto's Shrunken Head,14:22,Thursday
11865,Coffeecake,11:50,Friday
11866,The Drunken Clam,11:33,Thursday
11867,Caribbean Breeze,19:04,Tuesday
11868,The Alembic,10:06,Friday
11869,The Rolling Hunger,11:39,Friday
11870,Jimmy D's,20:27,Saturday
11871,Benjamin Cooper,13:18,Tuesday
11872,The Crazy Horse,12:42,Wednesday
11873,HandleBar,23:31,Wednesday
11874,Wilma's,17:52,Wednesday
11875,Jumbo's Clown Room,17:17,Sunday
11876,Rick's Cafe Americanain,17:25,Friday
11877,Element,17:30,Monday
11878,The Dexter Lake Club,23:24,Tuesday
11879,Union Square Sports Bar,10:24,Tuesday
11880,HandleBar,17:54,Tuesday
11881,Tucker's Tavern,20:38,Wednesday
11882,Bernie's Burger Bus,15:10,Wednesday
11883,Top of the Mark,16:12,Saturday
11884,Top of the Mark,21:22,Monday
11885,The Fainting Goat,00:21,Friday
11886,BlackBird,19:49,Saturday
11887,The Moon Under Water,18:52,Tuesday
11888,Weenie Hut Jr's,12:21,Friday
11889,Half Step,18:03,Wednesday
11890,The Pool Hall,13:03,Friday
11891,The Townsend,21:00,Tuesday
11892,Fat Angel,02:15,Saturday
11893,The Crow & Crown,10:12,Friday
11894,Levy's,11:27,Monday
11895,Korova Milk Bar,15:50,Thursday
11896,The Dexter Lake Club,21:51,Tuesday
11897,Charmaine's,11:36,Wednesday
11898,Tempest,00:17,Saturday
11899,Korova Milk Bar,15:41,Monday
11900,The Crazy Horse,22:26,Monday
11901,Benjamin Cooper,12:05,Tuesday
11902,Rock Bar,20:00,Tuesday
11903,The Gem Saloon,19:55,Monday
11904,The Tipsy Cow,16:18,Friday
11905,The Pied Piper,01:27,Thursday
11906,The Last Resort,23:14,Sunday
11907,Street Dips,15:41,Monday
11908,The Fainting Goat,15:58,Tuesday
11909,The Sea Star,11:44,Saturday
11910,The Snakehole,17:28,Friday
11911,Inky Stink,23:24,Thursday
11912,Maccadam's Old Oil House,01:21,Sunday
11913,The Monk's Kettle,20:39,Thursday
11914,Death and Co,22:04,Wednesday
11915,Winchester Tavern,02:18,Friday
11916,Robert's Western World,12:07,Sunday
11917,Hard Times and Misery Saloon,20:09,Monday
11918,A Clean, Well-Lighted Place,17:17,Sunday
11919,Zam Zam,11:43,Sunday
11920,El Tenedor,19:19,Saturday
11921,Cheers,16:10,Thursday
11922,Moe's Tavern,10:48,Wednesday
11923,Lil Phil's Grill,01:41,Friday
11924,Smog Cutter,21:49,Thursday
11925,Maccadam's Old Oil House,14:42,Saturday
11926,Rickhouse,10:59,Monday
11927,Tabard Inn,21:38,Monday
11928,Rick's Cafe Americanain,13:27,Friday
11929,The Moon Under Water,01:21,Saturday
11930,O'Malley's Bar,10:13,Saturday
11931,Volpe's,23:29,Wednesday
11932,The People's Republik,17:26,Saturday
11933,Aunt Charlie's Lounge,10:16,Thursday
11934,Resolute,21:50,Thursday
11935,Rock Bar,19:27,Thursday
11936,Boar's Head Tavern,11:22,Thursday
11937,Victory,00:46,Thursday
11938,Mystic Island Casino,19:25,Wednesday
11939,Tiki Bar,14:26,Saturday
11940,The Moon Under Water,00:40,Saturday
11941,Hazel Southern Bar,19:00,Monday
11942,Trick Dog,17:35,Monday
11943,El Tenedor,15:10,Saturday
11944,Mos Eisley Cantina,10:33,Friday
11945,Tabard Inn,18:26,Saturday
11946,Smuggler's Cove,01:25,Thursday
11947,Local Edition,12:48,Saturday
11948,Brotherhood of Thieves,15:25,Monday
11949,Oyster Creek Inn,00:04,Sunday
11950,Maccadam's Old Oil House,13:56,Wednesday
11951,Half Step,23:20,Thursday
11952,Robert's Western World,11:01,Thursday
11953,Meibeyer's,19:15,Tuesday
11954,Leaky Faucet,15:58,Monday
11955,The House of shields,20:00,Saturday
11956,Clydz,17:48,Thursday
11957,Mystic Island Casino,00:17,Friday
11958,Winchester Tavern,11:37,Thursday
11959,Caribbean Breeze,02:36,Wednesday
11960,Whitechapel,22:35,Friday
11961,Rickhouse,01:44,Thursday
11962,Moe's Tavern,15:36,Wednesday
11963,Leaky Faucet,20:03,Monday
11964,Resolute,14:58,Saturday
11965,Resolute,01:24,Tuesday
11966,Knomad Bar,11:18,Thursday
11967,The Snakehole,17:57,Friday
11968,15 Romolo,15:45,Saturday
11969,Ink and Paint Club,20:17,Thursday
11970,The Double Deuce,16:03,Wednesday
11971,Harry Hope's Saloon,22:16,Tuesday
11972,Barca City,19:28,Wednesday
11973,Midnight Cowboy,23:38,Thursday
11974,The Fainting Goat,14:33,Thursday
11975,Hot Bird,21:56,Sunday
11976,White Cap,22:47,Tuesday
11977,Bar of the Dogs,11:57,Thursday
11978,Brass Tracks,17:59,Monday
11979,Bender's,22:47,Sunday
11980,The Double Deuce,01:27,Friday
11981,15 Romolo,12:35,Sunday
11982,Lee Harvey's,11:53,Thursday
11983,The Hideout Theatre,02:02,Friday
11984,Death and Co,16:25,Friday
11985,Half Step,01:30,Saturday
11986,Bean Bag,20:08,Friday
11987,Monaghan's Bar,01:01,Sunday
11988,Knomad Bar,01:40,Friday
11989,Steve Vo's,11:30,Sunday
11990,Bender's,23:05,Tuesday
11991,Gaston's,01:01,Sunday
11992,Weenie Hut Jr's,01:45,Tuesday
11993,The Pool Hall,15:13,Thursday
11994,Craft Pride,14:17,Sunday
11995,Holy Water,18:54,Friday
11996,The Surly Wench Pub,01:50,Friday
11997,The Admiral Benbow Inn,01:14,Tuesday
11998,The Double Deuce,17:05,Wednesday
11999,Noc Noc,23:26,Wednesday
12000,Fireside Bar,11:33,Tuesday
12001,Mr. Sizzles,11:56,Wednesday
12002,Jimmy D's,10:30,Friday
12003,Lil Phil's Grill,22:04,Tuesday
12004,The Monkey Farm Cafe,19:25,Sunday
12005,Fat Angel,20:41,Tuesday
12006,Club Sugar Ray,10:27,Saturday
12007,The People's Republik,02:48,Tuesday
12008,Black Horse London Pub,02:44,Friday
12009,Bar San Pancho,14:26,Wednesday
12010,The Hideout Theatre,15:19,Sunday
12011,Moe's Tavern,10:20,Saturday
12012,The Alembic,16:43,Wednesday
12013,Bada Bing!,18:46,Saturday
12014,Top of the Mark,23:24,Sunday
12015,Buddha Lounge,15:25,Saturday
12016,Last Call Bar,16:47,Monday
12017,Lee Harvey's,16:59,Tuesday
12018,The Hip Joint,22:45,Saturday
12019,Ten Foward,18:12,Thursday
12020,Tonga Room,02:47,Sunday
12021,Benjamin Cooper,15:07,Thursday
12022,Clock Bar,18:16,Sunday
12023,Firehouse Lounge,20:59,Saturday
12024,Harry Hope's Saloon,01:07,Sunday
12025,Friends Bar,22:11,Friday
12026,Dive Bar and Lounge,19:50,Tuesday
12027,The Bang Bang Bar,10:01,Saturday
12028,Paddy's Pub,00:46,Tuesday
12029,Lefty's Pub,02:00,Sunday
12030,Club Sugar Ray,00:34,Sunday
12031,Half Step,10:56,Tuesday
12032,Mikkeller Bar,22:41,Friday
12033,The Hog's Head Inn,23:14,Saturday
12034,Bar San Pancho,18:01,Thursday
12035,Jalapeno Brothers,02:02,Tuesday
12036,Garage,16:49,Friday
12037,Mr. Sizzles,00:29,Saturday
12038,Street Dips,20:50,Friday
12039,The Tipsy Cow,10:29,Wednesday
12040,Whitechapel,14:27,Friday
12041,The Starlight Room,23:54,Monday
12042,Mikkeller Bar,19:47,Wednesday
12043,Maccadam's Old Oil House,01:23,Saturday
12044,Brotherhood of Thieves,20:32,Tuesday
12045,The Rolling Hunger,17:20,Friday
12046,The Dogg House,12:38,Friday
12047,Korova Milk Bar,21:24,Sunday
12048,Mr. Sizzles,12:43,Saturday
12049,Ink and Paint Club,18:25,Saturday
12050,A Clean, Well-Lighted Place,14:15,Sunday
12051,The Monkey Farm Cafe,16:47,Thursday
12052,BlackBird,22:11,Tuesday
12053,Lee Harvey's,23:00,Saturday
12054,Fireside Bar,11:12,Saturday
12055,Buddha Lounge,14:05,Saturday
12056,The Dogg House,21:52,Monday
12057,Paddy's Pub,01:38,Wednesday
12058,The Beer Hall,01:37,Friday
12059,Boar's Head Tavern,14:11,Saturday
12060,Steve Vo's,20:47,Saturday
12061,The Tiny Twister,23:25,Sunday
12062,The Hog's Head Inn,17:08,Thursday
12063,The Jackalope,01:26,Sunday
12064,O'Malley's Bar,00:21,Friday
12065,HandleBar,01:34,Sunday
12066,Hi Tops,01:05,Monday
12067,Lighthouse Bar and Grill,16:41,Tuesday
12068,Mickey's Pub,18:50,Thursday
12069,Noc Noc,10:28,Wednesday
12070,Linden Room,19:36,Tuesday
12071,Seven Grand,17:19,Wednesday
12072,Levy's,12:25,Saturday
12073,The Snakehole,13:16,Tuesday
12074,Bernie's Burger Bus,02:06,Sunday
12075,Pacific Cocktail Haven,01:17,Tuesday
12076,Lefty's Pub,18:33,Tuesday
12077,Cityscape,14:23,Wednesday
12078,Buddha Lounge,20:57,Thursday
12079,Leaky Faucet,21:19,Saturday
12080,Mos Eisley Cantina,11:39,Friday
12081,Oddjob,12:21,Friday
12082,Tonga Room,14:26,Monday
12083,Whitechapel,00:32,Friday
12084,Rock Bar,13:26,Thursday
12085,Resolute,19:29,Wednesday
12086,Bob's Country Bunker,12:43,Wednesday
12087,The Tiny Twister,20:37,Wednesday
12088,The Hideout Theatre,12:55,Monday
12089,The Drunken Clam,13:49,Saturday
12090,Otto's Shrunken Head,11:03,Thursday
12091,Cityscape,21:37,Friday
12092,Bus Stop,21:48,Monday
12093,Union Square Sports Bar,00:40,Thursday
12094,Tempest,19:18,Monday
12095,Boar's Head Tavern,15:49,Monday
12096,Craft Pride,21:14,Friday
12097,Oyster Creek Inn,13:32,Thursday
12098,Tin 'n' Lint,20:33,Wednesday
12099,Tempest,12:11,Sunday
12100,Local Edition,02:52,Sunday
12101,1836 Grill,14:45,Wednesday
12102,Fat Angel,15:52,Tuesday
12103,Knomad Bar,20:42,Friday
12104,Tempest,16:52,Tuesday
12105,The Double Deuce,16:07,Friday
12106,O'Malley's Bar,21:57,Saturday
12107,The Rolling Hunger,22:50,Monday
12108,The Double Deuce,14:59,Thursday
12109,Dive Bar and Lounge,02:32,Tuesday
12110,Whisler's,22:10,Sunday
12111,The Roosevelt Room,18:29,Tuesday
12112,The Beer Hall,13:41,Thursday
12113,Trick Dog,16:57,Thursday
12114,Knomad Bar,00:59,Thursday
12115,The Hideout Theatre,16:08,Sunday
12116,The People's Republik,11:56,Wednesday
12117,The Pied Piper,22:16,Wednesday
12118,Rock Bar,12:19,Tuesday
12119,The Surly Wench Pub,12:07,Tuesday
12120,Greely's,23:08,Sunday
12121,Hot Bird,21:57,Thursday
12122,Dalva,16:29,Thursday
12123,Oyster Creek Inn,13:54,Tuesday
12124,Volpe's,21:28,Monday
12125,Playaz Club,01:11,Wednesday
12126,Jimmy D's,11:42,Friday
12127,Zam Zam,21:46,Monday
12128,The Tiny Twister,16:39,Thursday
12129,Union Square Sports Bar,01:29,Saturday
12130,Oyster Creek Inn,12:46,Thursday
12131,Brass Tracks,16:44,Saturday
12132,Wildhawk,17:00,Tuesday
12133,The Roosevelt Room,21:30,Saturday
12134,Steve Vo's,02:30,Friday
12135,1836 Grill,18:04,Monday
12136,Oddjob,13:27,Thursday
12137,The Hip Joint,13:58,Thursday
12138,The Starlight Room,19:21,Saturday
12139,The Boxcar,14:46,Wednesday
12140,Ten Foward,13:32,Friday
12141,The Snakehole,16:14,Monday
12142,Brotherhood of Thieves,00:37,Wednesday
12143,Bada Bing!,11:43,Thursday
12144,Gaston's,13:45,Monday
12145,The Alembic,17:11,Thursday
12146,Hop Sing Laundromat,21:02,Sunday
12147,The Hog's Head Inn,22:16,Tuesday
12148,Bernie's Burger Bus,18:10,Wednesday
12149,Levy's,18:39,Thursday
12150,Snake and Jake's Christmas Club Lounge,16:26,Friday
12151,Tucker's Tavern,13:31,Monday
12152,Oddjob,01:00,Friday
12153,Canela Bistro and Wine Bar,18:45,Friday
12154,The Townsend,00:25,Saturday
12155,Whisler's,17:05,Tuesday
12156,Bar of the Dogs,12:03,Saturday
12157,Press Club,02:55,Sunday
12158,Comstock Saloon,11:35,Thursday
12159,Bar of the Dogs,11:48,Saturday
12160,Blondie's Bar,17:14,Tuesday
12161,Tempest,20:59,Thursday
12162,Bond Bar,12:46,Monday
12163,The Snakehole,19:16,Wednesday
12164,Comstock Saloon,23:57,Friday
12165,Bond Bar,21:16,Tuesday
12166,Black Horse London Pub,13:13,Tuesday
12167,Dalva,00:24,Saturday
12168,Weenie Hut Jr's,00:22,Wednesday
12169,Bourbon and Branch,02:01,Sunday
12170,Hazel Southern Bar,00:42,Tuesday
12171,Ink and Paint Club,00:44,Monday
12172,Resolute,13:37,Sunday
12173,Snake and Jake's Christmas Club Lounge,17:03,Saturday
12174,The Crazy Horse,13:22,Sunday
12175,Cheers,15:05,Monday
12176,Fat Angel,14:01,Friday
12177,The Starlight Room,13:06,Wednesday
12178,Aunt Charlie's Lounge,12:36,Monday
12179,Barca City,11:32,Monday
12180,Tabard Inn,20:30,Saturday
12181,Novela,00:35,Tuesday
12182,Tonga Room,17:50,Tuesday
12183,Local Edition,10:35,Thursday
12184,Weenie Hut Jr's,22:50,Thursday
12185,Club Sugar Ray,02:59,Tuesday
12186,Smog Cutter,21:15,Thursday
12187,Third Rail,17:17,Thursday
12188,Resolute,02:32,Tuesday
12189,The Jack Saloon,02:04,Saturday
12190,Buddha Lounge,21:44,Tuesday
12191,Holy Water,13:33,Monday
12192,The Gem Saloon,20:03,Tuesday
12193,Mos Eisley Cantina,19:21,Wednesday
12194,Garage,02:56,Wednesday
12195,Firehouse Lounge,17:39,Wednesday
12196,Bond Bar,00:30,Friday
12197,Toronado,02:06,Thursday
12198,Bean Bag,15:34,Tuesday
12199,El Tenedor,13:45,Friday
12200,HandleBar,14:56,Wednesday
12201,Black Horse London Pub,02:38,Thursday
12202,BlackBird,11:40,Tuesday
12203,Maccadam's Old Oil House,00:13,Saturday
12204,The Boxcar,17:10,Monday
12205,Hazel Southern Bar,01:55,Tuesday
12206,Comstock Saloon,14:28,Sunday
12207,Press Club,20:43,Thursday
12208,Tin 'n' Lint,12:40,Sunday
12209,Garage,21:14,Friday
12210,Oddjob,21:17,Thursday
12211,Madrone Art Bar,18:09,Monday
12212,Dive Bar and Lounge,17:38,Monday
12213,The Pool Hall,18:22,Thursday
12214,Murio's Trophy Room,21:44,Sunday
12215,Comstock Saloon,15:29,Friday
12216,Cold Drinks Bar,13:15,Monday
12217,The Billy goat Tavern,00:16,Friday
12218,Cold Drinks Bar,23:00,Monday
12219,Third Rail,23:54,Monday
12220,Comstock Saloon,18:30,Sunday
12221,The Pastry War,01:28,Wednesday
12222,A Clean, Well-Lighted Place,02:42,Sunday
12223,The Admiral Benbow Inn,17:13,Wednesday
12224,Wilma's,01:27,Sunday
12225,Black Horse London Pub,13:58,Sunday
12226,Charmaine's,20:16,Saturday
12227,Mystic Island Casino,17:37,Friday
12228,Friends Bar,02:33,Sunday
12229,The Monkey Farm Cafe,10:59,Sunday
12230,Tiki Bar,18:06,Thursday
12231,Fireside Bar,20:09,Friday
12232,Noc Noc,12:41,Monday
12233,Meibeyer's,18:41,Saturday
12234,Bar 821,23:20,Thursday
12235,The Bang Bang Bar,13:10,Friday
12236,Half Step,19:14,Friday
12237,Buddha Lounge,15:05,Wednesday
12238,The Snakehole,22:08,Friday
12239,Pacific Cocktail Haven,02:15,Wednesday
12240,Caribbean Breeze,01:38,Tuesday
12241,Bean Bag,13:59,Monday
12242,Jazzy B's,17:16,Sunday
12243,Aunt Charlie's Lounge,00:12,Monday
12244,Union Square Sports Bar,12:03,Saturday
12245,Cajun Cabin,19:26,Wednesday
12246,Tiki Bar,23:03,Monday
12247,95 Slide,19:09,Tuesday
12248,Friends Bar,19:41,Tuesday
12249,Press Club,23:21,Sunday
12250,Coffeecake,10:07,Tuesday
12251,Comstock Saloon,21:02,Tuesday
12252,Clock Bar,12:08,Sunday
12253,Tabard Inn,21:43,Monday
12254,Zam Zam,19:51,Monday
12255,The House of shields,21:49,Tuesday
12256,The Alembic,11:23,Thursday
12257,The Page,19:42,Sunday
12258,Last Call Bar,16:11,Tuesday
12259,Craft Pride,23:32,Wednesday
12260,Meibeyer's,15:15,Monday
12261,The Grackle,23:37,Monday
12262,Paddy's Pub,14:14,Wednesday
12263,BlackBird,16:14,Sunday
12264,Rick's Cafe Americanain,16:14,Friday
12265,Bada Bing!,23:20,Sunday
12266,Whisler's,19:43,Tuesday
12267,Just Off Vine,10:25,Saturday
12268,Knomad Bar,17:07,Wednesday
12269,Club Sugar Ray,17:42,Wednesday
12270,Hot Bird,16:22,Thursday
12271,Barca City,13:36,Friday
12272,The Surly Wench Pub,20:46,Wednesday
12273,Monaghan's Bar,02:42,Thursday
12274,The People's Republik,11:23,Sunday
12275,Cold Drinks Bar,20:51,Friday
12276,Third Rail,23:23,Friday
12277,The Pitch and Roll,21:47,Sunday
12278,The Store,19:41,Thursday
12279,The Hideout Theatre,02:57,Monday
12280,Lefty's Pub,17:39,Sunday
12281,Resolute,14:10,Tuesday
12282,Bernie's Burger Bus,10:12,Saturday
12283,The Brick,14:57,Monday
12284,Caribbean Breeze,01:47,Wednesday
12285,White Cap,19:23,Tuesday
12286,Boar's Head Tavern,23:39,Friday
12287,The Gold Room,10:36,Wednesday
12288,Ray's Happy Birthday Bar,15:07,Tuesday
12289,Tin 'n' Lint,18:22,Friday
12290,Zeitgeist,17:19,Thursday
12291,Toronado,19:22,Saturday
12292,Tiki Bar,00:06,Tuesday
12293,Press Club,22:04,Monday
12294,Tucker's Tavern,12:00,Saturday
12295,Firehouse Lounge,19:01,Friday
12296,1836 Grill,02:49,Friday
12297,The Dogg House,16:32,Friday
12298,Element,17:41,Wednesday
12299,Barca City,01:10,Tuesday
